,chromosome,start,end
HMGN2,chr1,26798941,26802463
TRAPPC6B,chr14,39617015,39639736
DDIT3,chr12,57910371,57914300
IGLV3-21,chr22,23054174,23055688
EFHD1,chr2,233470767,233547491
KCNC2,chr12,75433857,75603648
C10orf32,chr10,104613980,104624718
VTI1B,chr14,68113792,68141548
IGLV3-19,chr22,23063108,23063630
EPG5,chr18,43427574,43547240
IGLV2-18,chr22,23077095,23077584
CDK16,chrX,47077259,47089396
IGLV3-16,chr22,23089870,23090398
DIAPH3,chr13,60239717,60738121
IGLV2-14,chr22,23101189,23101707
LINGO4,chr1,151772740,151778630
IGLV3-12,chr22,23114317,23115079
SPINK7,chr5,147691982,147695485
C3orf58,chr3,143690640,143767561
ZNF324,chr19,58978423,58984945
IGLV2-11,chr22,23134980,23135496
C7orf61,chr7,100054238,100061894
SKI,chr1,2160134,2241558
IGLV3-10,chr22,23154244,23154782
ACTG2,chr2,74119441,74146992
SLC25A14,chrX,129473874,129507335
LIAS,chr4,39460620,39479273
TSC22D4,chr7,100060982,100076902
NVL,chr1,224415036,224518089
FAM196B,chr5,169291268,169407744
MRGPRD,chr11,68747490,68748455
CMC4,chrX,154289897,154299637
CCR9,chr3,45927996,45944667
ZNF446,chr19,58985384,58992597
FOXI1,chr5,169532901,169536727
MRGPRF,chr11,68771863,68780877
RPL29,chr3,52027616,52029958
NDUFAF4P2,chr7,93474101,93474643
SOCS6,chr18,67956137,67997436
FSTL1,chr3,120111140,120170100
C9orf96,chr9,136243117,136271220
TTC7A,chr2,47143296,47303276
CRIPAK,chr4,1385340,1389780
A1CF,chr10,52559169,52645435
C5orf58,chr5,169659451,169679579
NKX1-1,chr4,1396720,1400119
SYT10,chr12,33527173,33592754
ITGB3BP,chr1,63906441,64059392
RNU6-1328P,chr7,94124611,94124716
GTSCR1,chr18,68297755,68317980
SIRT7,chr17,79869815,79879199
SPINK9,chr5,147700766,147719412
RPS3AP25,chr7,94324339,94325131
PDLIM1,chr10,96997329,97050781
RNU6-956P,chr7,94341721,94341823
RORC,chr1,151778547,151804348
SYNPO2,chr4,119809996,119982402
ATP5F1P2,chr7,94367964,94368723
NUDCD3,chr7,44418720,44530479
MBD6,chr12,57914493,57923931
GATA3-AS1,chr10,8092413,8095447
FAM53A,chr4,1619642,1686029
CDC42EP1,chr22,37956454,37965412
RNF38,chr9,36336393,36487545
CBLN2,chr18,70203915,70305756
DUSP7,chr3,52082935,52090566
CYTH3,chr7,6201407,6312275
CSH1,chr17,61972275,61974021
MORN1,chr1,2252692,2323146
PRPF38AP1,chr10,8203223,8204155
SLC27A5,chr19,58990879,59023780
RNU7-18P,chr3,195799690,195799751
LINC00885,chr3,195869507,195887761
CMTR2,chr16,71315292,71323618
ANXA2R,chr5,43039335,43043272
PRR16,chr5,119799973,120023027
NYAP1,chr7,100081550,100092422
SEMA3D,chr7,84624869,84816171
LGALS2,chr22,37966255,37978623
RPS6KA1,chr1,26856252,26901521
PAQR4,chr16,3019246,3023490
SLBP,chr4,1694527,1714282
REXO4,chr9,136271186,136283164
LINC00708,chr10,8301294,8310268
DMWD,chr19,46286205,46296060
RPS12P28,chr17,26982575,26983001
CAPS2,chr12,75669759,75784708
GPR65,chr14,88471468,88478419
SNORD42B,chr17,27047568,27047634
NETO1,chr18,70409549,70535381
TTLL4,chr2,219575568,219620139
ZBTB45,chr19,59024897,59050278
SNORD4A,chr17,27049600,27049671
EMILIN2,chr18,2847028,2915991
SNORD42A,chr17,27050447,27050510
SNORD4B,chr17,27050700,27050771
PNN,chr14,39644387,39652422
CALB2,chr16,71392616,71424341
CLDN9,chr16,3062457,3064506
BRCC3,chrX,154299695,154351349
KCNK10,chr14,88649113,88793251
IGLV3-9,chr22,23161507,23162253
RSPH6A,chr19,46298968,46318577
CLDN6,chr16,3064713,3070072
ZNF131,chr5,43065278,43192123
LINC00696,chr3,52097076,52097567
TPCN2,chr11,68816365,68858072
PACSIN1,chr6,34433916,34503006
IGLV2-8,chr22,23165153,23165787
IGLV4-3,chr22,23213686,23214214
CUL7,chr6,43005355,43021683
LPIN2,chr18,2916992,3013313
IGLV3-1,chr22,23222886,23223576
IVD,chr15,40697686,40728146
BTD,chr3,15642848,15687329
TNFRSF12A,chr16,3068446,3072384
UEVLD,chr11,18551156,18610294
POC1A,chr3,52109269,52188706
EFCAB7,chr1,63989043,64038364
FAM149A,chr4,187025573,187093821
RETSAT,chr2,85569211,85581743
IGLL5,chr22,23229960,23238287
TRIM28,chr19,59055458,59062089
USP11,chrX,47092089,47107727
PRKAG2,chr7,151253197,151574210
RPL31P58,chr17,27129462,27129840
IGLJ1,chr22,23235872,23235998
C10orf32-ASMT,chr10,104614029,104661656
C2CD4D,chr1,151810295,151813033
SLC39A14,chr8,22224762,22291642
CASC4,chr15,44580927,44707956
IGLC1,chr22,23237555,23238014
MIR451B,chr17,27188090,27188984
MIR4732,chr17,27188090,27188984
MIR451A,chr17,27188090,27188984
MIR144,chr17,27188090,27188984
GGA1,chr22,38004481,38029571
C8orf47,chr8,99076539,99105838
IGLJ2,chr22,23241661,23241835
MYOZ2,chr4,120056939,120108944
FYCO1,chr3,45959396,46037316
CHST8,chr19,34112861,34264414
TM4SF19-AS1,chr3,196045201,196052441
AS3MT,chr10,104629273,104661656
THEM5,chr1,151819739,151826173
IGLC2,chr22,23243156,23243617
ALG10,chr12,34175216,34182629
RNU6-910P,chr3,196068480,196068586
RNU6-1279P,chr3,196120581,196120683
IGLJ3,chr22,23247030,23247205
RN7SL434P,chr3,196124382,196124649
RN7SL738P,chr3,196126782,196127077
LETMD1,chr12,51441745,51454207
HCFC1R1,chr16,3072621,3074287
UBXN7-AS1,chr3,196158235,196160242
GRK5,chr10,120967101,121215131
IGLC3,chr22,23248512,23248973
TDRD3,chr13,60970591,61148012
LINC01063,chr3,196358369,196359458
IGLJ4,chr22,23252744,23252776
RNU6-646P,chr3,196435730,196435835
RNU6-42P,chr3,196511851,196511957
IGLJ5,chr22,23256408,23256479
ANXA3,chr4,79472673,79531597
DLEU2L,chr1,64014588,64015405
CNIH4,chr1,224544552,224567161
NCBP2-AS1,chr3,196666748,196669405
GRPEL2P3,chr7,94412198,94412837
IGLJ6,chr22,23260304,23260373
SYMPK,chr19,46318668,46366548
THEM4,chr1,151846060,151882284
NCBP2-AS2,chr3,196669494,196670411
RN7SKP129,chr7,94430826,94431124
RER1,chr1,2323267,2336883
ARF1P1,chr7,94463216,94463759
IGLJ7,chr22,23263562,23263607
MFI2-AS1,chr3,196726331,196731615
IGLC7,chr22,23264766,23265203
SPIDR,chr8,48173167,48648868
BAHD1,chr15,40731920,40760441
RNU4-16P,chr7,94727539,94727679
KCTD15,chr19,34286838,34306668
MELK,chr9,36572859,36677678
AGFG2,chr7,100136834,100165842
PARP6,chr15,72533522,72565340
USP53,chr4,120133742,120216672
RTDR1,chr22,23401593,23487208
ILF3,chr19,10764937,10803093
AP2M1,chr3,183892477,183901879
PGM1,chr1,64058947,64125916
KRT8P37,chr10,8555650,8557069
TMEM129,chr4,1717679,1723085
MIR591,chr7,95848974,95849068
CHCHD3P1,chr10,8661896,8662571
RNU6-532P,chr7,95959950,95960056
RNU6-364P,chr7,95970452,95970558
RNU7-188P,chr7,96007169,96007232
FTMT,chr5,121187650,121188519
CCDC182,chr17,55821842,55822673
S100A10,chr1,151955391,151966866
RDH11,chr14,68143518,68162531
HOXB-AS2,chr17,46634624,46637695
PSTPIP2,chr18,43563502,43652238
MIR10A,chr17,46656992,46659621
SRFBP1,chr5,121297656,121411265
C17orf78,chr17,35732928,35749662
MRPS23,chr17,55916842,55927417
ZNF157,chrX,47229982,47273704
HOXB-AS4,chr17,46706037,46712294
MIR196A1,chr17,46709852,46709921
INTS5,chr11,62414320,62420774
MYOM1,chr18,3066805,3220106
PCDH20,chr13,61983818,62002220
FBXO15,chr18,71740588,71815100
GNAZ,chr22,23412540,23467224
PTCD2,chr5,71616194,71656052
THOC6,chr16,3074028,3077756
MYEOV,chr11,69061605,69182494
SPTY2D1,chr11,18627948,18656338
SP9,chr2,175199674,175203220
HRSP12,chr8,99114572,99129469
MARK2P10,chr7,96487494,96488930
ADAMTS13,chr9,136279478,136324508
RN7SL252P,chr7,96569382,96569676
ZNF41,chrX,47305278,47342345
S100A11,chr1,152004982,152020383
RPL9P28,chr17,46768478,46769056
RNA5SP299,chr10,8698679,8698794
DLX6-AS1,chr7,96584453,96643377
ECHDC3,chr10,11784365,11806069
ANKRD28,chr3,15708743,15901278
COX6B1P2,chr17,46791092,46791321
LINC00709,chr10,9317796,9329020
FBXO38,chr5,147763498,147822399
C11orf48,chr11,62430287,62439727
HSP90AB7P,chr10,9763926,9766379
TACC3,chr4,1723227,1746898
PRAC2,chr17,46800530,46802819
CYC1,chr8,145149930,145152428
PXN,chr12,120648250,120703574
PFN1,chr17,4848947,4852356
CIR1,chr2,175212750,175260443
MIR3185,chr17,46801770,46801837
PCDH9,chr13,66876967,67804468
TCEB1P3,chr10,10216193,10216540
RN7SL125P,chr17,46842918,46843209
RAB36,chr22,23487513,23506537
CCND1,chr11,69455855,69469242
SUMO2P17,chr17,46952222,46986345
CHST14,chr15,40763160,40765353
CUEDC1,chr17,55938604,56032684
TCHHL1,chr1,152056620,152061540
WDR26,chr1,224572845,224624735
ZNF23,chr16,71481500,71496998
TMEM86A,chr11,18714669,18726332
RNU1-42P,chr17,47026723,47026882
ALG10B,chr12,38710380,38717784
CXorf24,chrX,47342970,47344207
CYP4V2,chr4,187112674,187134610
LOX,chr5,121398890,121413980
GIGYF2,chr2,233562009,233725285
POP1,chr8,99129525,99172062
SLC30A3,chr2,27476552,27498685
RNU6-826P,chr17,47113714,47113817
VBP1,chrX,154425284,154468098
TCHH,chr1,152078793,152086556
PLOD2,chr3,145787227,145881440
KLHL1,chr13,70274726,70682591
ARAF,chrX,47420516,47431307
C15orf57,chr15,40820882,40857256
ROR1,chr1,64239693,64647181
IGSF22,chr11,18725852,18747777
SH3BP1,chr22,38030661,38062939
RPTN,chr1,152126071,152131704
BACE1,chr11,117156402,117186975
CHMP2A,chr19,59062933,59066491
CTDSPL2,chr15,44719432,44821236
RAMP2,chr17,40910465,40915059
PEX10,chr1,2336236,2345236
GRM3,chr7,86273230,86494200
HRNR,chr1,152184558,152196669
SHARPIN,chr8,145153536,145163027
RCVRN,chr17,9799637,9808938
METTL12,chr11,62432781,62435968
SPDEF,chr6,34505579,34524110
PPP3CC,chr8,22298332,22398652
ENO3,chr17,4851387,4860426
CUX2P1,chr10,10299132,10299429
BMP2K,chr4,79697496,79837526
LSM14A,chr19,34663409,34720420
NDUFB4,chr3,120315156,120321347
UBE2U,chr1,64669310,64733051
BRPF3,chr6,36164521,36200567
UBE2M,chr19,59067079,59070327
SFTA1P,chr10,10826400,10836943
FLG,chr1,152274651,152297679
CCDC64B,chr16,3077683,3086927
PRKG1,chr10,52750945,54058110
ADIPOQ,chr3,186560463,186576252
DACH1,chr13,72012098,72441330
SLC6A16,chr19,49792895,49828482
TWF1P1,chr17,27530441,27531492
AKIP1,chr11,8932686,8941631
RPL35AP35,chr17,27667500,27667840
SYN1,chrX,47431303,47479252
OLR1,chr12,10310902,10324737
MIR4523,chr17,27696735,27717795
TADA2A,chr17,35766965,35839835
RNU4-34P,chr17,27715578,27715701
RNU6-711P,chr17,27751780,27751885
ORAOV1,chr11,69467844,69490184
CNNM2,chr10,104678050,104849978
ATP5A1,chr18,43664110,43684300
C6orf106,chr6,34555065,34664636
TIMM21,chr18,71815746,71826197
C11orf83,chr11,62437745,62441159
PDXP,chr22,38054734,38062941
RAB39B,chrX,154487526,154493874
FLG2,chr1,152321211,152332482
MMP25,chr16,3096682,3110727
CLIC2,chrX,154505500,154563966
LGALS1,chr22,38071615,38075813
CACHD1,chr1,64936428,65158741
VPS25,chr17,40925454,40931617
PAX5,chr9,36833272,37034103
RNU6-1034P,chr17,27772318,27772418
TIMP1,chrX,47441712,47446188
NIPAL2,chr8,99202061,99306621
CRNN,chr1,152381719,152386739
DGUOK,chr2,74153953,74186088
ZNF19,chr16,71498453,71598992
C21orf2,chr21,45748827,45759285
RGS10,chr10,121259340,121302220
UBXN1,chr11,62443970,62446567
C4orf3,chr4,120218207,120225600
CYB5A,chr18,71920530,71959251
LCE5A,chr1,152483320,152484653
H2AFB2,chrX,154610428,154610944
MZT1,chr13,73282495,73301825
NOL12,chr22,38077680,38170137
F8A2,chrX,154611749,154613449
PTPN5,chr11,18749475,18814268
ZAP70,chr2,98330023,98356325
C11orf16,chr11,8941623,8954553
CNIH3,chr1,224622362,224928251
CRCT1,chr1,152486978,152488486
F8A3,chrX,154686576,154688276
RNU7-135P,chr17,47403202,47403263
FABP2,chr4,120238405,120243545
GAS7,chr17,9813926,10101868
LCE3E,chr1,152538130,152539248
MIR4797,chr3,197020749,197020819
BORA,chr13,73302061,73330336
BCR,chr22,23521891,23660224
DLG1-AS1,chr3,197025123,197030618
H2AFB3,chrX,154689080,154689596
LCE3D,chr1,152551857,152552980
CFP,chrX,47483612,47489704
UGDH,chr4,39500375,39529931
DLX6-AS2,chr7,96635695,96637022
FAM220A,chr7,6369040,6388612
FOXA3,chr19,46367247,46377055
HMGB3P21,chr7,96764327,96764873
FGFR3,chr4,1795034,1810599
LCE3C,chr1,152573138,152573562
RN7SKP104,chr7,97228245,97228572
IRF2BP1,chr19,46386866,46389376
PLCH2,chr1,2357419,2436969
KIAA0355,chr19,34745442,34846491
EIF3J,chr15,44829255,44855227
STK3,chr8,99413631,99955055
LCE3B,chr1,152586287,152586574
TMLHE,chrX,154719776,154899605
MYPOP,chr19,46393278,46405862
RPS3AP29,chr7,97527659,97528427
RPUSD2,chr15,40861499,40866659
FUS,chr16,31191431,31203127
NANOS2,chr19,46416475,46418036
ERC1,chr12,1099675,1605099
CACFD1,chr9,136325089,136335970
LCE3A,chr1,152595310,152595579
KIAA1324L,chr7,86506222,86689015
EFCAB5,chr17,28256218,28435470
NOVA2,chr19,46436992,46476804
LCE2D,chr1,152635872,152637135
RAVER2,chr1,65210778,65298915
ERAP1,chr5,96096521,96143803
ELK1,chrX,47494920,47510003
LCE2B,chr1,152647771,152659877
ASCL3,chr11,8959119,8964580
SPATA7,chr14,88851268,88936694
MZF1,chr19,59073298,59084942
LCE2C,chr1,152647771,152649050
NELFE,chr6,31919864,31926887
C18orf63,chr18,71983048,72026422
LCE2A,chr1,152670840,152671918
MYO1B,chr2,192109911,192290115
TRIOBP,chr22,38093011,38172563
ZCCHC7,chr9,37120536,37358146
MIR922,chr3,197401367,197401447
SRPX2,chrX,99899215,99926296
CYP27A1,chr2,219646472,219680016
C20orf26,chr20,20033158,20341346
LCE4A,chr1,152680636,152681967
SLC2A6,chr9,136336217,136344259
FAM69C,chr18,72102963,72125179
UXT,chrX,47511197,47518560
WASH5P,chr19,60105,71626
MICU1,chr10,74127098,74385899
CASC5,chr15,40886218,40956540
TET3,chr2,74229840,74335303
CD37,chr19,49838428,49846592
C1orf68,chr1,152691998,152692905
ARID1A,chr1,27022524,27108595
FGF19,chr11,69513000,69519410
PAQR3,chr4,79808281,79860592
JAK1,chr1,65298912,65432187
DIS3,chr13,73329540,73356234
ST6GAL1,chr3,186648274,186796341
KPRP,chr1,152730506,152734529
TRPM2,chr21,45770046,45862964
ZNF81,chrX,47696301,47861960
FAM138F,chr19,76220,77690
LCP2,chr5,169673241,169725231
FGF4,chr11,69587797,69590171
LCE1F,chr1,152748848,152749445
CHD8,chr14,21853353,21924285
LRRN4CL,chr11,62453874,62457371
FGF3,chr11,69624992,69633792
PDE5A,chr4,120415550,120550146
LCE1E,chr1,152758690,152760902
GPI,chr19,34850385,34893061
HNRNPUL2-BSCL2,chr11,62457747,62494856
TMEM8C,chr9,136379708,136393734
LCE1D,chr1,152769227,152770657
ELMOD3,chr2,85581517,85618875
OR4G3P,chr19,94062,96511
ZNF182,chrX,47834250,47863377
OR4G1P,chr19,104535,105471
HGD,chr3,120347020,120401418
SYTL4,chrX,99929488,99987110
LCE1C,chr1,152777311,152779107
ALAS1,chr3,52232102,52248343
KCNS2,chr8,99439250,99445076
RNU6-858P,chr3,197621378,197621484
RNU6-621P,chr3,197721472,197721580
LMLN-AS1,chr3,197765192,197766105
LCE1B,chr1,152784447,152785585
CPNE8,chr12,39040624,39301232
ANKRD18DP,chr3,197780393,197807591
H1F0,chr22,38201114,38203442
LCE1A,chr1,152799949,152800573
DNAH14,chr1,225083964,225586996
PGM3,chr6,83870869,83903655
ADAMTSL2,chr9,136397286,136440641
LCE6A,chr1,152815344,152816459
PYCARD,chr16,31212806,31214771
RNU6-821P,chr3,197798182,197798288
C10orf120,chr10,124457225,124459338
ZNF630,chrX,47842756,47931025
OSR2,chr8,99956631,99964332
SMCP,chr1,152850793,152857523
GCAT,chr22,38203912,38213183
PHF8,chrX,53963109,54075391
CNDP2,chr18,72163051,72188366
RNU6-1313P,chr17,48043439,48043540
TMEM52B,chr12,10323141,10344400
GRHPR,chr9,37422663,37436987
C6orf195,chr6,2622147,2634837
BOLA3,chr2,74362525,74375121
MRGPRX1,chr11,18955360,18961054
C16orf98,chr16,31213206,31214773
TPPP,chr5,660883,693510
MRGPRX2,chr11,19076002,19082228
HAUS1,chr18,43684298,43708299
AK4,chr1,65613232,65697828
TRIM72,chr16,31225342,31236510
RTL1,chr14,101346992,101351184
ANO1,chr11,69924408,70035634
FAM163B,chr9,136444079,136451319
PIBF1,chr13,73356197,73590591
IVL,chr1,152881021,152884362
CUZD1,chr10,124591665,124639146
SPACA5,chrX,47863734,47869126
ST7-OT4,chr7,116593953,116738860
NAA11,chr4,80146848,80247204
AMD1,chr6,111195973,111216916
SMIM14,chr4,39547950,39640710
MYLK4,chr6,2663863,2751200
PYDC1,chr16,31227283,31228680
RDH12,chr14,68168603,68201169
TUBB8P8,chr3,197846592,197847649
DBH,chr9,136501482,136524466
SPACA5B,chrX,47990039,47991995
GK2,chr4,80327508,80329372
DIO3,chr14,102027688,102029789
GPR119,chrX,129518319,129519511
GALR3,chr22,38219389,38221502
ZDHHC13,chr11,19138646,19197969
SPRR4,chr1,152943142,152945050
BSCL2,chr11,62457747,62477317
INSM1,chr20,20348765,20351590
SSX5,chrX,48045656,48056199
NT5C2,chr10,104845940,104953056
RBMX2,chrX,129535943,129547317
RABL3,chr3,120405528,120461840
LRCH4,chr7,100169855,100183776
SPRR1A,chr1,152956557,152958289
TLR9,chr3,52255096,52273183
UBE2K,chr4,39699664,39784412
FAM157A,chr3,197879237,197925886
CEP164,chr11,117185273,117283984
ZDHHC11,chr5,710471,851101
SSX1,chrX,48114752,48126879
ITGAM,chr16,31271311,31344213
RNU6-860P,chr3,197923617,197923720
PROSER2,chr10,11865338,11914276
CICP6,chr3,197950368,197953181
SPRR3,chr1,152974223,152976332
KLF5,chr13,73629114,73651676
RAC1,chr7,6414154,6443608
CHST4,chr16,71559136,71572649
MYL12A,chr18,3247479,3256234
ANKRD54,chr22,38226862,38245334
GTF3C6,chr6,111279763,111289093
MOB1A,chr2,74379655,74406025
SSX3,chrX,48205863,48216142
DCTN2,chr12,57923885,57941114
DNAJC6,chr1,65713902,65881552
MAF1,chr8,145159402,145162514
SPRR1B,chr1,153003678,153005376
RALGAPA2,chr20,20370196,20693131
TAT,chr16,71599563,71611033
ZBTB5,chr9,37438111,37465396
KLF12,chr13,74260226,74708394
LINC00710,chr10,10969021,10994197
SPRR2D,chr1,153012201,153014407
ZCCHC8,chr12,122957417,122985518
SSX4,chrX,48242863,48252785
NPC1L1,chr7,44552134,44580914
RAD51,chr15,40986972,41024354
CSTF2,chrX,100075384,100095921
CELF2-AS2,chr10,11117094,11140436
SPRR2A,chr1,153028589,153030013
MYL12B,chr18,3261907,3278282
GABARAPL1,chr12,10365057,10375727
CELF2-AS1,chr10,11358797,11361847
KIAA1875,chr8,145162629,145173218
PRKAG3,chr2,219687106,219696809
KCNIP1,chr5,169780491,170163636
MARVELD3,chr16,71660064,71676017
ZNF474,chr5,121465208,121515312
LBR,chr1,225589204,225616627
POLR1E,chr9,37485932,37503694
SPRR2B,chr1,153042700,153113927
SSX4B,chrX,48261524,48271344
EIF4E3,chr3,71724567,71803924
PROSER2-AS1,chr10,11891612,11936699
SPRR2E,chr1,153065611,153078660
RNU6-1095P,chr10,11965180,11965287
WNK4,chr17,40932696,40948954
PANK4,chr1,2439972,2458039
ANTXR2,chr4,80822303,81046608
SPRR2F,chr1,153084590,153085991
SARDH,chr9,136528682,136605077
MTHFD2,chr2,74425689,74444692
SPRR2G,chr1,153122058,153123345
MARCH7,chr2,160569000,160627538
SPRY3,chrX,154997474,155012121
LELP1,chr1,153175919,153177596
EIF3L,chr22,38244875,38285414
MIA2,chr14,39699435,39722859
QTRT1,chr19,10812106,10824113
PIGV,chr1,27113963,27124889
PRR9,chr1,153190060,153191793
CASC3,chr17,38296571,38328436
KLKB1,chr4,187130133,187179625
PDS5A,chr4,39824483,39979576
TBC1D4,chr13,75858808,76056250
TGIF1,chr18,3411606,3458409
VEZF1,chr17,56048910,56065620
TEAD2,chr19,49843852,49865714
OR4F8P,chr19,156279,157215
ENAH,chr1,225674537,225840844
C18orf25,chr18,43753519,43846949
VAMP7,chrX,155110956,155173433
LOR,chr1,153232176,153234598
CDC23,chr5,137523339,137549032
CICP19,chr19,193236,196050
DAGLB,chr7,6448757,6523821
RPF2,chr6,111303218,111349466
LEPR,chr1,65886248,66107242
SORBS3,chr8,22402499,22433301
SIRT4,chr12,120740119,120751052
LINC01002,chr19,200460,205074
PPP2R5C,chr14,102228135,102394326
RNU6-1076P,chr19,223158,223261
MAFG,chr17,79876146,79885590
SLC38A5,chrX,48316920,48328644
ZDHHC18,chr1,27153201,27184093
PGLYRP3,chr1,153270338,153283194
HES5,chr1,2460184,2461684
VN2R11P,chr19,279495,280170
FBXO10,chr9,37510889,37588871
PHLPP2,chr16,71671738,71758604
SORBS1,chr10,97071528,97321171
RNA5SP462,chr19,453134,453245
RNF165,chr18,43906772,44043103
CHFR,chr12,133398773,133532890
SRSF1,chr17,56080721,56084707
RPS2P52,chr19,690381,691175
CELF6,chr15,72577068,72612470
MIR4745,chr19,804940,805001
MIR3187,chr19,813584,813653
PGLYRP4,chr1,153302596,153321316
RNU6-9,chr19,893484,893590
KLC4,chr6,43008515,43042837
TNFRSF14,chr1,2487078,2496821
RNU6-2,chr19,1021521,1021627
CSRP3,chr11,19203578,19232120
SYT15,chr10,46955444,46971400
HMGB2P1,chr19,1203208,1203820
CPSF3,chr2,9563697,9613230
FAM203A,chr8,145192672,145195746
F11,chr4,187187099,187210835
IL32,chr16,3115298,3131908
CIRBP-AS1,chr19,1268165,1270240
PMCH,chr12,102590237,102591623
KCNMB1,chr5,169801675,169816681
SRP9,chr1,225965531,225978168
ZFYVE26,chr14,68194091,68283307
RPS15P9,chr19,1307403,1307720
PLXNC1,chr12,94542499,94701451
LRRC3,chr21,45875369,45878739
MICALL1,chr22,38301664,38338829
ITGAX,chr16,31366455,31394318
LRRC3DN,chr21,45879814,45882078
LEPROT,chr1,65886270,65901690
TOMM5,chr9,37582643,37592639
DSCAML1,chr11,117298489,117688240
TSPEAR,chr21,45917775,46131495
DKKL1,chr19,49865040,49878373
RN7SL477P,chr19,1570574,1570859
EPHX1,chr1,225997794,226033260
SPG11,chr15,44854894,44955876
S100A9,chr1,153330330,153333503
EEF1B2,chr2,207024309,207027652
RNU6-1223P,chr19,1616491,1616594
PYCR1,chr17,79890260,79900288
HTR4,chr5,147830595,148056798
MIR1909,chr19,1816158,1816237
COMMD6,chr13,76099350,76123575
S100A12,chr1,153346184,153348125
MTNR1A,chr4,187454809,187476721
GABRP,chr5,170190354,170241051
C21orf90,chr21,45937099,45945835
FTSJ1,chrX,48334541,48344752
PDCD2L,chr19,34895289,34917073
FADD,chr11,70049269,70053496
CSNK1G2-AS1,chr19,1952530,1954585
E2F8,chr11,19245610,19263167
KRTAP10-1,chr21,45958864,45960078
RN7SL226P,chr19,2020329,2020580
KRTAP10-2,chr21,45970240,45971388
MIR1227,chr19,2234061,2234148
MIR4321,chr19,2250638,2250717
KRTAP10-3,chr21,45977673,45978643
FRMPD1,chr9,37650997,37746901
KRTAP10-4,chr21,45993606,45994987
S100A8,chr1,153362508,153363664
PLA2G1B,chr12,120759914,120765592
RAB2B,chr14,21927179,21945132
KRTAP10-5,chr21,45999332,46000481
GFRA3,chr5,137588068,137610360
KRTAP10-6,chr21,46011149,46012386
VAV2,chr9,136627016,136857726
UCHL3,chr13,76123619,76180085
NOX1,chrX,100098313,100129334
KRTAP10-7,chr21,46020497,46022091
RSRC2,chr12,122989190,123011547
TMEM63A,chr1,226033237,226070069
KRTAP10-8,chr21,46031996,46032871
KIF21A,chr12,39687030,39837192
KRTAP10-9,chr21,46047040,46048294
FAT1,chr4,187508937,187647876
LOXHD1,chr18,44056935,44236996
MROH1,chr8,145202919,145316843
KRTAP10-10,chr21,46057273,46058370
C22orf23,chr22,38339528,38349676
WNT2,chr7,116916685,116963343
S100A7A,chr1,153389000,153395701
KRTAP10-11,chr21,46066331,46067564
SPPL2B,chr19,2328614,2355099
MSI1,chr12,120779133,120806983
KRTAP12-4,chr21,46074130,46074576
LETM1,chr4,1813206,1857974
KRTAP12-3,chr21,46077849,46078258
KRTAP12-2,chr21,46086106,46086844
SFN,chr1,27189633,27190947
